species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acanthiophilus helianthi,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,iNat,SyDip",41.0,112.0,1.0,,,196594.0,
Acanthiophilus walkeri,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",1.0,2.0,0.0,,,285122.0,
Acidia cognata,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,iNat,SyDip",24.0,25.0,1.0,,,285002.0,
Acinia biflexa,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,285129.0,
Acinia corniculata,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,iNat,SyDip",10.0,12.0,1.0,,,285079.0,
Aciura coryli,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",5.0,5.0,1.0,,,284996.0,
Actinoptera discoidea,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",6.0,6.0,1.0,,,998136.0,
Actinoptera espunensis,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Actinoptera filaginis,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Actinoptera mamulae,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Actinoptera meigeni,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Anastrephoides gerckei,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Anomoia purmunda,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,iNat,SyDip",26.0,33.0,1.0,,,285072.0,
Asimoneura stroblii,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Bactrocera (Bactrocera) kirki,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,SyDip",30.0,46.0,1.0,SyDip,,79328.0,
Bactrocera (Bactrocera) obscurata,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,SyDip",5.0,5.0,0.0,,,994776.0,
Bactrocera (Bactrocera) passiflorae,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,SyDip",14.0,19.0,1.0,SyDip,,158429.0,
Bactrocera (Daculus) oleae,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",207.0,221.0,3.0,SyDip,,25699.0,
Bactrocera (Notodacus) xanthodes,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,SyDip",64.0,72.0,3.0,SyDip,,79335.0,
Campiglossa absinthii,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",31.0,35.0,1.0,,,285074.0,
Campiglossa achyrophori,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",4.0,4.0,1.0,,,470633.0,
Campiglossa argyrocephala,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",4.0,6.0,1.0,,,483281.0,
Campiglossa bidentis,Arthropoda,Insecta,Diptera,Tephritidae,BOLD,30.0,47.0,1.0,,,984178.0,
Campiglossa contingens,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Campiglossa difficilis,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",9.0,13.0,1.0,,,285108.0,
Campiglossa doronici,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",6.0,7.0,0.0,,,470636.0,
Campiglossa duplex,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Campiglossa freidbergi,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Campiglossa grandinata,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",7.0,8.0,1.0,,,483693.0,
Campiglossa guttella,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",60.0,70.0,1.0,,,285106.0,
Campiglossa irrorata,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",2.0,2.0,0.0,,,285127.0,
Campiglossa loewiana,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",15.0,17.0,1.0,,,285107.0,
Campiglossa malaris,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",7.0,7.0,0.0,,,284997.0,
Campiglossa martii,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",1.0,2.0,0.0,,,738273.0,
Campiglossa misella,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",19.0,24.0,1.0,,,285075.0,
Campiglossa multimaculosa,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Campiglossa plantaginis,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",14.0,20.0,3.0,SyDip,,285157.0,98358.0
Campiglossa producta,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",23.0,28.0,1.0,,,285020.0,
Campiglossa punctella,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",8.0,8.0,1.0,,,285115.0,
Campiglossa reticulata,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Campiglossa solidaginis,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,646894.0,
Campiglossa sororcula,Arthropoda,Insecta,Diptera,Tephritidae,BOLD,107.0,116.0,3.0,,,984190.0,
Capitites ramulosa,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",4.0,5.0,1.0,,,196581.0,
Capparimyia savastani,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",7.0,7.0,2.0,,,126055.0,
Carpomya incompleta,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",2.0,3.0,1.0,,,529390.0,
Carpomya schineri,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,iNat,SyDip",7.0,13.0,1.0,,,284994.0,
Carpomya vesuviana,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",48.0,48.0,5.0,,,668121.0,
Carpomya wiedemanni,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,iNat,SyDip",3.0,4.0,0.0,,,738223.0,
Ceratitis (Ceratitis) capitata,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,iNat,SyDip",602.0,781.0,2.0,SyDip,,25698.0,
Chaetorellia acrolophi,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",6.0,6.0,0.0,,,285104.0,
Chaetorellia australis,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Chaetorellia carthami,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Chaetorellia conjuncta,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Chaetorellia hestia,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",3.0,3.0,0.0,,,285038.0,
Chaetorellia isais,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Chaetorellia jaceae,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,iNat,SyDip",43.0,77.0,1.0,,,285053.0,
Chaetorellia loricata,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,SyDip",10.0,10.0,0.0,,,285103.0,
Chaetorellia succinea,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Chaetostomella baezi,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Chaetostomella cylindrica,Arthropoda,Insecta,Diptera,Tephritidae,"BOLD,FE,iNat,SyDip",46.0,66.0,1.0,,,285086.0,
Chaetostomella rossica,Arthropoda,Insecta,Diptera,Tephritidae,"FE,iNat,SyDip",,,,,gap,,
Chaetostomella steropea,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
Chaetostomella zhuravlevi,Arthropoda,Insecta,Diptera,Tephritidae,"FE,SyDip",,,,,gap,,
