species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Alepia viatrix,Arthropoda,Insecta,Diptera,Psychodidae,"BOLD,SyDip",5.0,5.0,2.0,,,1127361.0
Apsycha coprophila,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Atrichobrunettia angustipennis,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Atrichobrunettia graeca,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Atrichobrunettia ionica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Atrichobrunettia simplex,Arthropoda,Insecta,Diptera,Psychodidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,752325.0
Atrichobrunettia tenuipennis,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Bazarella atra,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Bazarella neglecta,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Bazarella subneglecta,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella alemannica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella alpina,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella belmontica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella bertrandi,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella bistricana,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella bodoni,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella boreonica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella brauxica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella bucegica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella calabricana,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella cambuerina,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella caprai,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella carinthiaca,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella chvojkai,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella dispar,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella elkeae,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella fedilae,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella freyi,Arthropoda,Insecta,Diptera,Psychodidae,"BOLD,FE,SyDip",11.0,13.0,1.0,,,447551.0
Berdeniella gardinii,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella gereckei,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella glacialis,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella globulifera,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella granulosa,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella gredosica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella helvetica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella hovassei,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella huescana,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella illiesi,Arthropoda,Insecta,Diptera,Psychodidae,"BOLD,FE,SyDip",4.0,4.0,0.0,,,1140746.0
Berdeniella incisa,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella jahoriniensis,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella julianensis,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella longispinosa,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella lucasioides,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella magniseta,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella manicata,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella matthesi,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella nevadensis,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella nivalis,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella ordesica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella pyrenaica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella ramosa,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella salamannai,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella sardoa,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella siveci,Arthropoda,Insecta,Diptera,Psychodidae,FE,,,,,gap,
Berdeniella stavniensis,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella thermalis,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella thomasi,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella tuberosa,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella unispinosa,Arthropoda,Insecta,Diptera,Psychodidae,"BOLD,FE,SyDip",11.0,11.0,0.0,,,1140744.0
Berdeniella vaillanti,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella vanosica,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella vimmeri,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella zoiai,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Berdeniella zwicki,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clogmia albipunctata,Arthropoda,Insecta,Diptera,Psychodidae,"BOLD,iNat",182.0,192.0,4.0,,,394379.0
Clogmia albipunctatus,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clogmia latipennis,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clogmia rothschildi,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clogmia tristis,Arthropoda,Insecta,Diptera,Psychodidae,FE,,,,,gap,
Clytocerus (Clytocerus) aegeicus,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clytocerus (Clytocerus) crispus,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clytocerus (Clytocerus) dalii,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clytocerus (Clytocerus) intermedius,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clytocerus (Clytocerus) ocellaris,Arthropoda,Insecta,Diptera,Psychodidae,"BOLD,FE,SyDip",85.0,85.0,2.0,,,497130.0
Clytocerus (Clytocerus) pulvereus,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clytocerus (Clytocerus) rivosus,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clytocerus (Clytocerus) saccai,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clytocerus (Clytocerus) siculus,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clytocerus (Clytocerus) tetracorniculatus,Arthropoda,Insecta,Diptera,Psychodidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,783464.0
Clytocerus (Clytocerus) wollastoni,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
Clytocerus (Clytocerus) xylophilus,Arthropoda,Insecta,Diptera,Psychodidae,"FE,SyDip",,,,,gap,
