species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Anthepiscopus oedalinus,Arthropoda,Insecta,Diptera,Empididae,FE,,,,,gap,,,
Anthepiscopus zontaki,Arthropoda,Insecta,Diptera,Empididae,FE,,,,,gap,,,
Bergenstammia albanica,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Bergenstammia aurinae,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Bergenstammia carniolica,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Bergenstammia pulla,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Bergenstammia pyrenaica,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Bergenstammia slovaca,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera alpina,Arthropoda,Insecta,Diptera,Empididae,"BOLD,FE,SyDip",3.0,4.0,0.0,,,574568.0,,
Chelifera angusta,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera aperticauda,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera astigma,Arthropoda,Insecta,Diptera,Empididae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,574569.0,,
Chelifera barbarica,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera concinnicauda,Arthropoda,Insecta,Diptera,Empididae,"BOLD,FE,SyDip",8.0,11.0,1.0,,,738630.0,,
Chelifera corsicana,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera diversicauda,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",0.0,1.0,0.0,,gap,730267.0,,
Chelifera flavella,Arthropoda,Insecta,Diptera,Empididae,"BOLD,FE,SyDip",3.0,4.0,1.0,,,643673.0,,
Chelifera frigelii,Arthropoda,Insecta,Diptera,Empididae,"BOLD,FE,SyDip",130.0,133.0,1.0,,,643672.0,,
Chelifera giraudae,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera macedonica,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera monostigma,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera nubecula,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera obscura,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera pallida,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera pectinicauda,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera perlucida,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera polonica,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera precabunda,Arthropoda,Insecta,Diptera,Empididae,"BOLD,FE,SyDip",11.0,19.0,1.0,,,574570.0,,
Chelifera precatoria,Arthropoda,Insecta,Diptera,Empididae,"BOLD,FE",15.0,17.0,1.0,,,483438.0,,
Chelifera pyrenaica,Arthropoda,Insecta,Diptera,Empididae,"BOLD,FE,SyDip",12.0,12.0,0.0,,,574571.0,,
Chelifera serraticauda,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera siveci,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera spectra,Arthropoda,Insecta,Diptera,Empididae,"FE,SyDip",,,,,gap,,,
Chelifera stigmatica,Arthropoda,Insecta,Diptera,Empididae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,1140896.0,,
