species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Cynomya mortuorum,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,iNat,SyDip",39.0,44.0,1.0,,,365787.0
Eggisops pecchiolii,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Eurychaeta muscaria,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Eurychaeta palpalis,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",12.0,12.0,1.0,,,199755.0
Hemilucilia semidiaphana,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,SyDip",52.0,61.0,3.0,,,479463.0
Lucilia (Bufolucilia) bufonivora,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,iNat,SyDip",23.0,23.0,2.0,,,406858.0
Lucilia (Lucilia) caesar,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",506.0,547.0,1.0,SyDip,,26220.0
Lucilia (Phaenicia) pilosiventris,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,983769.0
Lucilia (Phaenicia) regalis,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",2.0,2.0,1.0,SyDip,,983768.0
Lucilia (Phaenicia) richardsi,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",35.0,35.0,1.0,SyDip,,406854.0
Lucilia ampullacea,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",173.0,188.0,2.0,,,79389.0
Lucilia caesarillustris,Arthropoda,Insecta,Diptera,Calliphoridae,BOLD,8.0,8.0,1.0,,,709151.0
Lucilia cuprina,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",268.0,336.0,1.0,,,26219.0
Lucilia illustris,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",214.0,265.0,3.0,,,26209.0
Lucilia magnicornis,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE",6.0,7.0,1.0,,,705042.0
Lucilia sericata,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,iNat,SyDip",677.0,894.0,1.0,,,26218.0
Lucilia silvarum,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",127.0,138.0,2.0,,,212119.0
Melanomya (Angioneura) acerba,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",14.0,14.0,1.0,SyDip,,495134.0
Melanomya (Angioneura) fimbriata,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,SyDip,gap,
Melanomya (Melanomyia) nana,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",41.0,43.0,2.0,SyDip,,468341.0
Melanophora roralis,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,iNat,SyDip",45.0,49.0,1.0,,,196939.0
Melinda cognata,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,SyDip",1.0,2.0,0.0,,,804009.0
Melinda gentilis,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",18.0,18.0,1.0,,,407155.0
Melinda viridicyanea,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE",62.0,63.0,1.0,,,482209.0
Nesodexia corsicana,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Onesia (Onesia) austriaca,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,SyDip,gap,
Onesia (Onesia) canescens,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Onesia (Onesia) kowarzi,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Onesia (Onesia) sepulcralis,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",15.0,16.0,1.0,SyDip,,605191.0
Onesia (Onesia) zumpti,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Onesia dispar,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,SyDip",606.0,607.0,1.0,,,768142.0
Oplisa aterrima,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",2.0,2.0,2.0,,,800673.0
Oplisa tergestina,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",11.0,11.0,1.0,,,786616.0
Paykullia brevicornis,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",6.0,7.0,1.0,,,744683.0
Paykullia maculata,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",19.0,20.0,1.0,,,199728.0
Phormia regina,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",556.0,598.0,2.0,,,32673.0
Phyto cingulata,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",2.0,3.0,1.0,,,700707.0
Phyto melanocephala,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",20.0,21.0,1.0,,,677227.0
Pollenia bezziana,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia bicolor,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia bulgarica,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",0.0,1.0,0.0,,gap,1130437.0
Pollenia contempta,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia dasypoda,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",0.0,4.0,0.0,,gap,1130445.0
Pollenia fulvipalpis,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia haeretica,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia luteovillosa,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia mayeri,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",0.0,4.0,0.0,,gap,1130469.0
Pollenia mediterranea,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia moravica,Arthropoda,Insecta,Diptera,Calliphoridae,FE,0.0,5.0,0.0,,gap,1130472.0
Pollenia paupera,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",0.0,2.0,0.0,,gap,1130483.0
Pollenia pectinata,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia ponti,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",0.0,2.0,0.0,,gap,1130486.0
Pollenia pseudintermedia,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia ruficrura,Arthropoda,Insecta,Diptera,Calliphoridae,FE,,,,,gap,
Pollenia similis,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",0.0,4.0,0.0,,gap,1130499.0
Pollenia tenuiforceps,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia venturii,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",0.0,3.0,0.0,,gap,1130506.0
Pollenia vera,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",0.0,4.0,0.0,,gap,1130507.0
Pollenia verneri,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Pollenia viatica,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Protocalliphora (Protocalliphora) spatulata,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,SyDip",98.0,99.0,2.0,,,705036.0
Protocalliphora (Protocalliphora) tundrae,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,SyDip",18.0,18.0,3.0,,,479134.0
Protocalliphora azurea,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,iNat,SyDip",7.0,9.0,1.0,,,406838.0
Protocalliphora distincta,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Protocalliphora falcozi,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Protocalliphora isochroa,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Protocalliphora lii,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Protocalliphora nuortevai,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,1067575.0
Protocalliphora peusi,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE",0.0,1.0,0.0,,gap,499431.0
Protocalliphora proxima,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",4.0,4.0,1.0,,,744694.0
Protocalliphora rognesi,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,744693.0
Protophormia atriceps,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",65.0,67.0,1.0,,,174016.0
Protophormia terraenovae,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,iNat,SyDip",1035.0,1061.0,1.0,,,32671.0
Rhinia apicalis,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",5.0,5.0,1.0,,,349575.0
Rhinomorinia sarcophagina,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",19.0,20.0,2.0,,,499378.0
Rhinophora lepida,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,iNat,SyDip",94.0,99.0,2.0,,,453930.0
Rhyncomya columbina,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,914007.0
Rhyncomya cuprea,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Rhyncomya cyanescens,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Rhyncomya felina,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,914014.0
Rhyncomya impavida,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Rhyncomya italica,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Rhyncomya peusi,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Rhyncomya speciosa,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Rhyncomya zernyana,Arthropoda,Insecta,Diptera,Calliphoridae,"FE,SyDip",,,,,gap,
Stevenia atramentaria,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",32.0,34.0,2.0,,,467534.0
Stevenia deceptoria,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,499385.0
Stevenia umbratica,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",2.0,2.0,0.0,,,677226.0
Stomorhina lunata,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,iNat,SyDip",15.0,16.0,1.0,,,453953.0
Tricogena rubricosa,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",84.0,86.0,1.0,,,499374.0
Trypocalliphora braueri,Arthropoda,Insecta,Diptera,Calliphoridae,"BOLD,FE,SyDip",7.0,7.0,3.0,,,520990.0
