species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Atherix aurichalcea,Arthropoda,Insecta,Diptera,Athericidae,"FE,SyDip",,,,,gap,
Atherix ibis,Arthropoda,Insecta,Diptera,Athericidae,"BOLD,FE,iNat,SyDip",20.0,33.0,2.0,,,316696.0
Atherix marginata,Arthropoda,Insecta,Diptera,Athericidae,"BOLD,SyDip",11.0,16.0,2.0,,,316697.0
Atherix picta,Arthropoda,Insecta,Diptera,Athericidae,"FE,SyDip",,,,,gap,
Atherix vaillanti,Arthropoda,Insecta,Diptera,Athericidae,"FE,SyDip",,,,,gap,
Atrichops crassipes,Arthropoda,Insecta,Diptera,Athericidae,"BOLD,FE,SyDip",9.0,10.0,0.0,,,974356.0
Ibisia apfelbecki,Arthropoda,Insecta,Diptera,Athericidae,"FE,SyDip",,,,,gap,
Ibisia dispar,Arthropoda,Insecta,Diptera,Athericidae,"FE,SyDip",,,,,gap,
Ibisia marginata,Arthropoda,Insecta,Diptera,Athericidae,"BOLD,FE",2.0,7.0,0.0,,,786606.0
Ibisia vicina,Arthropoda,Insecta,Diptera,Athericidae,FE,,,,,gap,
Suragina apollinis,Arthropoda,Insecta,Diptera,Athericidae,"FE,SyDip",,,,,gap,
