species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Apetaenus enderleini,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,SyDip",3.0,3.0,1.0,,,894816.0
Apetaenus litoralis,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,SyDip",6.0,6.0,1.0,,,894823.0
Canace actites,Arthropoda,Insecta,Diptera,Canacidae,"FE,SyDip",,,,,gap,
Canace nasica,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,237164.0
Canace salonitana,Arthropoda,Insecta,Diptera,Canacidae,"FE,SyDip",,,,,gap,
Pelomyia occidentalis,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,FE,SyDip",13.0,14.0,1.0,,,406587.0
Pelomyiella (Leptomyza) cinerella,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,FE,SyDip",2.0,2.0,0.0,SyDip,,406585.0
Pelomyiella mallochi,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,FE,SyDip",99.0,102.0,5.0,,,406584.0
Tethina albosetulosa,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,FE,SyDip",3.0,3.0,0.0,WORMS,,406580.0
Tethina grisea,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,FE,SyDip",1.0,2.0,0.0,,,406582.0
Tethina illota,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,FE,SyDip",4.0,4.0,1.0,,,406579.0
Tethina strobliana,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,FE,SyDip",3.0,4.0,0.0,,,406581.0
Xanthocanace ranula,Arthropoda,Insecta,Diptera,Canacidae,"BOLD,FE,SyDip",3.0,4.0,0.0,,,237166.0
