"","x"
"1",0.751375
"2",0.744083333333333
"3",0.737895833333333
"4",0.729875
"5",0.723958333333333
"6",0.716645833333333
"7",0.714583333333333
"8",0.71325
"9",0.703145833333333
"10",0.699833333333333
"11",0.697583333333333
"12",0.696041666666667
"13",0.693416666666667
"14",0.692958333333333
"15",0.688583333333333
"16",0.686854166666667
"17",0.6866875
"18",0.684708333333333
"19",0.682333333333333
"20",0.68225
"21",0.681875
"22",0.680791666666667
"23",0.677708333333333
"24",0.676833333333333
"25",0.673479166666667
"26",0.671958333333333
"27",0.671875
"28",0.671833333333333
"29",0.6663125
"30",0.6655
"31",0.664625
"32",0.6630625
"33",0.662958333333333
"34",0.662583333333333
"35",0.662458333333333
"36",0.661270833333333
"37",0.658416666666667
"38",0.658291666666667
"39",0.653916666666667
"40",0.6535625
"41",0.653208333333333
"42",0.651666666666667
"43",0.649583333333333
"44",0.6470625
"45",0.6456875
"46",0.645604166666667
"47",0.645208333333333
"48",0.6430625
"49",0.642354166666667
"50",0.636291666666667
"51",0.635583333333333
"52",0.635333333333333
"53",0.634541666666667
"54",0.631541666666667
"55",0.631041666666667
"56",0.629958333333333
"57",0.6285
"58",0.626520833333333
"59",0.626395833333333
"60",0.6258125
"61",0.62525
"62",0.625
"63",0.624416666666667
"64",0.623104166666667
"65",0.622833333333333
"66",0.622791666666667
"67",0.622208333333333
"68",0.621
"69",0.619791666666667
"70",0.619166666666667
"71",0.618916666666667
"72",0.617583333333333
"73",0.616583333333333
"74",0.616291666666667
"75",0.613875
"76",0.6118125
"77",0.610375
"78",0.610208333333333
"79",0.608104166666667
"80",0.6069375
"81",0.605979166666667
"82",0.605125
"83",0.602791666666667
"84",0.602083333333333
"85",0.601583333333333
"86",0.597125
"87",0.590958333333333
"88",0.590708333333333
"89",0.581
"90",0.580520833333333
"91",0.5775
"92",0.577291666666667
"93",0.576625
"94",0.574166666666667
"95",0.5704375
"96",0.568916666666667
"97",0.563729166666667
"98",0.561583333333333
"99",0.520333333333333
