"","x"
"1",0.897166666666667
"2",0.893166666666667
"3",0.879166666666667
"4",0.867166666666667
"5",0.8635
"6",0.838666666666667
"7",0.837833333333333
"8",0.834666666666667
"9",0.821583333333333
"10",0.818833333333333
"11",0.818
"12",0.812583333333333
"13",0.812
"14",0.806166666666667
"15",0.806083333333333
"16",0.800916666666667
"17",0.797833333333333
"18",0.794
"19",0.793
"20",0.787833333333333
"21",0.784666666666667
"22",0.783833333333333
"23",0.7795
"24",0.779083333333333
"25",0.778666666666667
"26",0.778666666666667
"27",0.776083333333333
"28",0.7705
"29",0.76925
"30",0.769166666666667
"31",0.7565
"32",0.755833333333333
"33",0.755333333333333
"34",0.754666666666667
"35",0.751833333333333
"36",0.751833333333333
"37",0.748583333333333
"38",0.747
"39",0.745
"40",0.740666666666667
"41",0.736
"42",0.73575
"43",0.7355
"44",0.735416666666667
"45",0.733583333333333
"46",0.729666666666667
"47",0.727666666666667
"48",0.726916666666667
"49",0.726833333333333
"50",0.722833333333333
"51",0.71775
"52",0.713166666666667
"53",0.704166666666667
"54",0.694166666666667
"55",0.693916666666667
"56",0.6935
"57",0.689583333333333
"58",0.685083333333333
"59",0.683166666666667
"60",0.67975
"61",0.677666666666667
"62",0.675333333333333
"63",0.675166666666667
"64",0.674916666666667
"65",0.671666666666667
"66",0.67075
"67",0.67025
"68",0.669166666666667
"69",0.666
"70",0.6605
"71",0.659583333333333
"72",0.659
"73",0.657
"74",0.65625
"75",0.655833333333333
"76",0.6555
"77",0.648666666666667
"78",0.645166666666667
"79",0.645
"80",0.64
"81",0.637083333333333
"82",0.63675
"83",0.634916666666667
"84",0.627333333333333
"85",0.6185
"86",0.606916666666667
"87",0.571916666666667
"88",0.567
"89",0.546166666666667
"90",0.541
"91",0.53275
"92",0.5
"93",0.5
"94",0.5
"95",0.5
"96",0.5
"97",0.5
"98",0.5
"99",0.5
