x,y,species logistic values
103.0,103.0,0.20903802
104.0,104.0,0.23938437
105.0,105.0,0.18756112
106.0,106.0,0.06320318
107.0,107.0,0.17025194
108.0,108.0,0.029708916
109.0,109.0,0.24335112
110.0,110.0,0.50861436
111.0,111.0,0.4633148
112.0,112.0,0.51497406
113.0,113.0,0.40548572
114.0,114.0,0.10022643
115.0,115.0,0.103915595
116.0,116.0,0.05201673
117.0,117.0,0.1390173
118.0,118.0,0.17953925
119.0,119.0,0.012306222
120.0,120.0,1.1772088E-5
121.0,121.0,0.0643797
122.0,122.0,0.056360934
123.0,123.0,0.7111073
124.0,124.0,0.07232274
125.0,125.0,0.30551502
126.0,126.0,0.2310495
127.0,127.0,0.13947348
128.0,128.0,0.25515807
129.0,129.0,0.16730951
130.0,130.0,0.109334074
131.0,131.0,0.17023736
132.0,132.0,0.08001093
133.0,133.0,0.48427427
134.0,134.0,0.20666526
135.0,135.0,0.42096782
136.0,136.0,0.093004875
137.0,137.0,0.26765507
138.0,138.0,0.01974341
139.0,139.0,0.06107283
140.0,140.0,0.52317864
141.0,141.0,0.06862418
142.0,142.0,0.28743434
143.0,143.0,0.1664906
144.0,144.0,0.56184703
145.0,145.0,0.3624306
146.0,146.0,0.23186868
147.0,147.0,0.38265327
148.0,148.0,0.08223504
149.0,149.0,0.4625942
150.0,150.0,0.32927603
151.0,151.0,0.16302867
152.0,152.0,0.50158507
153.0,153.0,0.0015569746
154.0,154.0,0.20209217
155.0,155.0,0.20484434
156.0,156.0,0.46856895
157.0,157.0,0.26391003
158.0,158.0,0.33333766
159.0,159.0,0.71443427
160.0,160.0,0.46011248
161.0,161.0,0.14960515
162.0,162.0,0.42741412
163.0,163.0,0.52160037
164.0,164.0,0.2252805
165.0,165.0,0.41320777
166.0,166.0,0.30982175
167.0,167.0,0.62199056
168.0,168.0,0.7144287
169.0,169.0,0.35190293
170.0,170.0,0.19236387
171.0,171.0,0.07389158
172.0,172.0,0.1722254
173.0,173.0,0.13791145
174.0,174.0,0.08299257
175.0,175.0,0.16499843
176.0,176.0,0.18852411
177.0,177.0,0.056470137
178.0,178.0,0.48389748
179.0,179.0,0.11333227
180.0,180.0,0.08839218
181.0,181.0,0.091586865
182.0,182.0,0.054583207
183.0,183.0,0.015508172
184.0,184.0,0.2639792
185.0,185.0,0.08064819
186.0,186.0,0.019911544
187.0,187.0,0.23238459
188.0,188.0,0.40006536
189.0,189.0,0.16415854
190.0,190.0,0.35941607
191.0,191.0,0.5524746
192.0,192.0,0.0017691696
193.0,193.0,0.25150308
194.0,194.0,0.45718688
195.0,195.0,0.1369005
196.0,196.0,0.14337808
197.0,197.0,0.5580876
198.0,198.0,0.2510552
199.0,199.0,0.1529063
200.0,200.0,0.32563058
201.0,201.0,0.41171885
202.0,202.0,0.5596781
203.0,203.0,0.12040776
204.0,204.0,1.1275402E-4
205.0,205.0,8.26919E-4
206.0,206.0,0.08258055
207.0,207.0,0.22233424
208.0,208.0,0.42479572
209.0,209.0,0.11179632
210.0,210.0,0.0010062725
211.0,211.0,0.17641257
212.0,212.0,0.10687488
213.0,213.0,0.19697765
214.0,214.0,0.09426348
215.0,215.0,0.3524931
216.0,216.0,0.33769852
217.0,217.0,0.0026911702
218.0,218.0,0.53944737
219.0,219.0,0.5142161
220.0,220.0,0.41926488
221.0,221.0,0.43048316
222.0,222.0,0.7649943
223.0,223.0,0.15152287
224.0,224.0,0.37692526
225.0,225.0,0.11121639
226.0,226.0,0.19503872
227.0,227.0,0.7384256
228.0,228.0,0.27631003
229.0,229.0,0.12442717
230.0,230.0,0.24464303
231.0,231.0,0.5618447
232.0,232.0,0.106286965
233.0,233.0,0.03442534
234.0,234.0,0.13243844
235.0,235.0,0.16210169
236.0,236.0,0.08164962
237.0,237.0,0.3805994
238.0,238.0,1.9807926E-4
239.0,239.0,0.054259133
240.0,240.0,0.1526633
241.0,241.0,0.45553228
242.0,242.0,0.15746674
243.0,243.0,0.17245446
244.0,244.0,0.565704
245.0,245.0,0.28722107
246.0,246.0,0.17362192
247.0,247.0,0.3780427
248.0,248.0,0.011647161
249.0,249.0,0.18272042
250.0,250.0,0.25051287
251.0,251.0,0.5401299
252.0,252.0,0.25330356
253.0,253.0,0.25367042
254.0,254.0,0.35946003
255.0,255.0,0.25930986
256.0,256.0,0.01792928
257.0,257.0,0.115959704
258.0,258.0,0.21607146
259.0,259.0,0.06656765
260.0,260.0,0.19879022
261.0,261.0,0.5737828
262.0,262.0,0.07204881
263.0,263.0,0.15081285
264.0,264.0,0.28574398
265.0,265.0,0.37525895
266.0,266.0,0.3347432
267.0,267.0,0.7977352
268.0,268.0,0.051236097
269.0,269.0,0.06200256
270.0,270.0,0.06793488
271.0,271.0,0.39084157
272.0,272.0,6.606965E-4
273.0,273.0,0.40182555
274.0,274.0,0.062241957
275.0,275.0,0.12575188
276.0,276.0,0.18168454
277.0,277.0,0.31503975
278.0,278.0,0.25886902
279.0,279.0,0.1025598
280.0,280.0,0.46168917
281.0,281.0,0.33943328
282.0,282.0,0.30149662
283.0,283.0,0.12218291
284.0,284.0,0.108277574
285.0,285.0,0.53701365
286.0,286.0,0.16253364
287.0,287.0,0.5085266
288.0,288.0,0.44838536
289.0,289.0,0.10400881
290.0,290.0,0.22800092
291.0,291.0,0.16061738
292.0,292.0,0.12067747
293.0,293.0,0.097836256
294.0,294.0,0.461715
295.0,295.0,0.45465097
296.0,296.0,0.17661013
297.0,297.0,0.060455456
298.0,298.0,0.10569684
299.0,299.0,0.16660285
300.0,300.0,0.43336922
301.0,301.0,0.29541308
302.0,302.0,0.41456172
303.0,303.0,0.56406945
304.0,304.0,0.07726488
305.0,305.0,0.24594653
306.0,306.0,0.0064821374
307.0,307.0,0.497665
308.0,308.0,0.11599049
309.0,309.0,0.13904871
310.0,310.0,0.28206334
311.0,311.0,0.2363536
312.0,312.0,0.7412245
313.0,313.0,0.15486845
314.0,314.0,0.011034898
315.0,315.0,0.0819603
316.0,316.0,0.10262512
317.0,317.0,0.5824975
318.0,318.0,0.01945432
319.0,319.0,0.30486283
320.0,320.0,0.15341596
321.0,321.0,0.36136442
322.0,322.0,0.2197233
323.0,323.0,1.3445664E-5
324.0,324.0,0.375516
325.0,325.0,0.7033607
326.0,326.0,0.07869964
327.0,327.0,0.54823756
328.0,328.0,0.4512337
329.0,329.0,0.5220221
330.0,330.0,0.11545682
331.0,331.0,0.2632023
332.0,332.0,0.18068424
333.0,333.0,0.83377886
334.0,334.0,0.18274617
335.0,335.0,0.5918222
336.0,336.0,0.16773115
337.0,337.0,0.33142668
338.0,338.0,0.10579478
339.0,339.0,0.19810711
340.0,340.0,0.48466107
341.0,341.0,0.46989876
342.0,342.0,0.37685883
343.0,343.0,0.17479055
344.0,344.0,0.14306735
345.0,345.0,0.2587948
346.0,346.0,0.2576221
347.0,347.0,0.51371396
348.0,348.0,0.21850541
349.0,349.0,0.15814152
350.0,350.0,0.15050195
351.0,351.0,0.39521575
352.0,352.0,0.0866793
353.0,353.0,0.5080424
354.0,354.0,0.19485009
355.0,355.0,0.492859
356.0,356.0,0.0643797
357.0,357.0,0.017910782
358.0,358.0,0.15550895
359.0,359.0,0.50880617
360.0,360.0,0.58939755
361.0,361.0,0.18261819
362.0,362.0,0.46810907
363.0,363.0,0.38565996
364.0,364.0,0.6637916
365.0,365.0,0.54169166
366.0,366.0,0.07597329
367.0,367.0,0.178783
368.0,368.0,0.08890992
369.0,369.0,0.7818788
370.0,370.0,0.1314542
371.0,371.0,0.09968614
372.0,372.0,0.3331523
373.0,373.0,0.18524289
374.0,374.0,0.4289591
375.0,375.0,0.30900773
376.0,376.0,0.10861431
377.0,377.0,0.42003205
378.0,378.0,0.44824156
379.0,379.0,0.13553809
380.0,380.0,0.11848976
381.0,381.0,0.34617373
382.0,382.0,0.76542276
383.0,383.0,0.16365564
384.0,384.0,0.1679654
385.0,385.0,0.5926669
386.0,386.0,0.19415024
387.0,387.0,0.19585486
388.0,388.0,0.25566885
389.0,389.0,0.30216217
390.0,390.0,0.12578459
391.0,391.0,0.13961338
392.0,392.0,0.09834125
393.0,393.0,0.4851152
394.0,394.0,0.010197929
395.0,395.0,0.14336704
396.0,396.0,0.32480153
397.0,397.0,0.35855627
398.0,398.0,0.14616875
399.0,399.0,0.4766415
400.0,400.0,0.26065236
401.0,401.0,0.26091796
402.0,402.0,0.29304135
403.0,403.0,0.09269781
404.0,404.0,0.52058804
405.0,405.0,0.31967467
406.0,406.0,0.18929963
407.0,407.0,0.7882529
408.0,408.0,0.07552941
409.0,409.0,0.27993265
410.0,410.0,0.26212937
411.0,411.0,0.3808427
412.0,412.0,0.3388812
413.0,413.0,0.53301936
414.0,414.0,1.6933003E-6
415.0,415.0,0.03980689
416.0,416.0,0.13132766
417.0,417.0,0.08486657
418.0,418.0,0.44083637
419.0,419.0,0.38753352
420.0,420.0,0.3512697
421.0,421.0,0.41017848
422.0,422.0,0.22517765
423.0,423.0,0.12054137
424.0,424.0,0.5171634
425.0,425.0,0.29035985
426.0,426.0,0.013432992
427.0,427.0,0.12741865
428.0,428.0,0.3558218
429.0,429.0,0.14944258
430.0,430.0,0.13249782
431.0,431.0,0.12055601
432.0,432.0,0.12326982
433.0,433.0,0.33313298
434.0,434.0,0.62805784
435.0,435.0,0.0065605617
436.0,436.0,0.45940027
437.0,437.0,0.1610731
438.0,438.0,0.54209924
439.0,439.0,0.13025324
440.0,440.0,0.19953649
441.0,441.0,0.17422895
442.0,442.0,0.55385935
443.0,443.0,0.08937208
444.0,444.0,0.31352606
445.0,445.0,0.002997547
446.0,446.0,0.059658475
447.0,447.0,0.0040511102
448.0,448.0,0.023814
449.0,449.0,0.3395781
450.0,450.0,0.11169026
451.0,451.0,0.57392
452.0,452.0,0.052164383
453.0,453.0,0.23280211
454.0,454.0,0.0019362842
455.0,455.0,0.41631526
456.0,456.0,0.3668936
457.0,457.0,0.48980764
458.0,458.0,0.18106249
459.0,459.0,0.60235953
460.0,460.0,5.4253434E-4
461.0,461.0,0.27376714
462.0,462.0,0.2871315
463.0,463.0,0.33333766
464.0,464.0,0.039617226
465.0,465.0,0.76260823
466.0,466.0,0.068887174
467.0,467.0,0.38986883
468.0,468.0,0.5975075
469.0,469.0,0.1326746
470.0,470.0,0.32431197
471.0,471.0,0.8283752
472.0,472.0,0.77087945
473.0,473.0,0.16090226
474.0,474.0,0.4219797
475.0,475.0,0.01820138
476.0,476.0,0.27502272
477.0,477.0,2.9678936E-6
478.0,478.0,0.36127308
479.0,479.0,0.110900894
480.0,480.0,0.40161774
481.0,481.0,0.35792154
482.0,482.0,0.6741251
483.0,483.0,0.10822338
484.0,484.0,0.07284359
485.0,485.0,0.20863858
486.0,486.0,0.40852064
487.0,487.0,0.0060917344
488.0,488.0,0.017343394
489.0,489.0,0.26699063
490.0,490.0,0.1267578
491.0,491.0,0.16467439
492.0,492.0,0.36270937
493.0,493.0,0.5411174
494.0,494.0,0.36934268
495.0,495.0,0.17383546
496.0,496.0,0.11343786
497.0,497.0,0.061241575
498.0,498.0,0.17379415
499.0,499.0,0.28498718
500.0,500.0,0.21206614
501.0,501.0,0.1485327
502.0,502.0,0.19947845
503.0,503.0,0.3668936
504.0,504.0,0.12180225
505.0,505.0,0.04169473
506.0,506.0,0.0011020544
507.0,507.0,0.013365971
508.0,508.0,0.37162396
509.0,509.0,0.14154382
510.0,510.0,0.062926546
511.0,511.0,0.5618981
512.0,512.0,0.28769693
513.0,513.0,0.28833714
514.0,514.0,0.06189727
515.0,515.0,0.15408143
516.0,516.0,0.3330128
517.0,517.0,0.33313924
518.0,518.0,0.11235017
519.0,519.0,0.15301101
520.0,520.0,0.042185277
521.0,521.0,0.10785223
522.0,522.0,0.100137785
523.0,523.0,0.19025946
524.0,524.0,0.12386937
525.0,525.0,0.3577979
526.0,526.0,0.0010696417
527.0,527.0,0.71443427
528.0,528.0,0.35853595
529.0,529.0,0.095598824
530.0,530.0,0.14220245
531.0,531.0,0.4425079
532.0,532.0,0.16196206
533.0,533.0,0.27679524
534.0,534.0,0.17525552
535.0,535.0,0.1908595
536.0,536.0,0.08503018
537.0,537.0,0.7585465
538.0,538.0,0.54166394
539.0,539.0,0.3398038
540.0,540.0,0.086914465
541.0,541.0,0.06928154
542.0,542.0,0.12561159
543.0,543.0,0.12460649
544.0,544.0,0.615287
545.0,545.0,0.009982483
546.0,546.0,0.3278421
547.0,547.0,0.5191685
548.0,548.0,0.0019398937
549.0,549.0,0.25012565
550.0,550.0,0.13143319
551.0,551.0,0.15517068
552.0,552.0,0.23070884
553.0,553.0,0.07343941
554.0,554.0,0.3105643
555.0,555.0,0.5018851
556.0,556.0,0.6732945
557.0,557.0,0.13906623
558.0,558.0,0.21710214
559.0,559.0,0.47701627
560.0,560.0,0.15773374
561.0,561.0,0.16077752
562.0,562.0,0.26729402
563.0,563.0,0.22931923
564.0,564.0,0.004096186
565.0,565.0,0.30279753
566.0,566.0,0.18476059
567.0,567.0,0.18587735
568.0,568.0,0.15877505
569.0,569.0,0.82000375
570.0,570.0,0.13191581
571.0,571.0,0.77369326
572.0,572.0,0.19568403
573.0,573.0,0.39046735
574.0,574.0,0.3080791
575.0,575.0,0.23602167
576.0,576.0,6.4038E-4
577.0,577.0,0.76763076
578.0,578.0,0.5620571
579.0,579.0,0.4281613
580.0,580.0,0.28467843
581.0,581.0,0.27679524
582.0,582.0,0.30447486
583.0,583.0,0.58323795
584.0,584.0,0.35871962
585.0,585.0,0.00440805
586.0,586.0,0.012407097
587.0,587.0,0.21892758
588.0,588.0,0.19162247
589.0,589.0,0.22732008
590.0,590.0,0.6481071
591.0,591.0,0.76302147
592.0,592.0,0.1245298
593.0,593.0,0.17116402
594.0,594.0,0.09763131
595.0,595.0,0.26437023
596.0,596.0,0.8110037
597.0,597.0,0.5124719
598.0,598.0,0.11861631
599.0,599.0,0.08990472
600.0,600.0,0.21555017
601.0,601.0,0.15754998
602.0,602.0,0.5423407
603.0,603.0,0.49946785
604.0,604.0,0.02621678
605.0,605.0,0.17217897
606.0,606.0,0.15306711
607.0,607.0,0.49989453
608.0,608.0,0.21439303
609.0,609.0,0.51288766
610.0,610.0,0.13946147
611.0,611.0,0.2745439
612.0,612.0,0.34742177
613.0,613.0,1.0133787E-4
614.0,614.0,0.19806752
615.0,615.0,0.001242596
616.0,616.0,0.001541686
617.0,617.0,0.1575576
618.0,618.0,0.3261982
619.0,619.0,0.7730157
620.0,620.0,0.27954203
621.0,621.0,0.61025065
622.0,622.0,0.4293894
623.0,623.0,0.081333935
624.0,624.0,0.5625051
625.0,625.0,0.12182383
626.0,626.0,0.10509398
627.0,627.0,0.0018043405
628.0,628.0,0.8529347
629.0,629.0,0.43168953
630.0,630.0,0.04472491
631.0,631.0,0.2279434
632.0,632.0,0.00725264
633.0,633.0,0.044209134
634.0,634.0,0.015057054
635.0,635.0,0.4339728
636.0,636.0,0.15391675
637.0,637.0,7.1169186E-4
638.0,638.0,0.22498181
639.0,639.0,1.181943E-4
640.0,640.0,0.34282455
641.0,641.0,0.24394605
642.0,642.0,0.0043555372
643.0,643.0,0.28303057
644.0,644.0,0.2474464
645.0,645.0,0.124769755
646.0,646.0,0.40312365
647.0,647.0,0.8310941
648.0,648.0,0.0050851456
649.0,649.0,0.58186316
650.0,650.0,0.10679323
651.0,651.0,0.60094076
652.0,652.0,0.17723326
653.0,653.0,0.11526016
654.0,654.0,0.17196436
655.0,655.0,0.39585078
656.0,656.0,0.41849643
657.0,657.0,0.010718292
658.0,658.0,0.1769776
659.0,659.0,2.581232E-4
660.0,660.0,0.21948197
661.0,661.0,0.23039289
662.0,662.0,0.037259914
663.0,663.0,0.12424834
664.0,664.0,0.4350323
665.0,665.0,0.31817755
666.0,666.0,0.17174931
667.0,667.0,0.3915082
668.0,668.0,2.7961526E-6
669.0,669.0,0.0038505557
670.0,670.0,0.18314423
671.0,671.0,0.19937181
672.0,672.0,0.27903333
673.0,673.0,0.547438
674.0,674.0,0.32671243
675.0,675.0,0.46271083
676.0,676.0,0.11040641
677.0,677.0,0.07064646
678.0,678.0,0.3280156
679.0,679.0,0.20114604
680.0,680.0,0.40347475
681.0,681.0,0.49977866
682.0,682.0,0.41119158
683.0,683.0,0.09651393
684.0,684.0,0.35088527
685.0,685.0,0.5066073
686.0,686.0,0.26060048
687.0,687.0,0.44487965
688.0,688.0,0.10336922
689.0,689.0,0.36249197
690.0,690.0,0.8236026
691.0,691.0,0.3664009
692.0,692.0,0.027056199
693.0,693.0,0.13375789
694.0,694.0,0.302026
695.0,695.0,0.25712895
696.0,696.0,0.089416966
697.0,697.0,0.20569474
698.0,698.0,0.027735107
699.0,699.0,0.092660785
700.0,700.0,0.032333143
701.0,701.0,0.014470713
702.0,702.0,0.0540067
703.0,703.0,0.54930836
704.0,704.0,0.18210083
705.0,705.0,0.30897683
706.0,706.0,0.19369021
707.0,707.0,0.44949993
708.0,708.0,0.23720941
709.0,709.0,0.39450336
710.0,710.0,0.41907263
711.0,711.0,0.20821096
712.0,712.0,0.182624
713.0,713.0,0.15111056
714.0,714.0,0.17330879
715.0,715.0,0.41880167
716.0,716.0,0.05085177
717.0,717.0,0.13686709
718.0,718.0,0.04957002
719.0,719.0,0.44403315
720.0,720.0,0.012901498
721.0,721.0,0.15754347
722.0,722.0,0.26538274
723.0,723.0,0.14278959
724.0,724.0,0.30409196
725.0,725.0,0.19045487
726.0,726.0,0.3127994
727.0,727.0,0.32169905
728.0,728.0,0.4619928
729.0,729.0,0.0618993
730.0,730.0,0.49869764
731.0,731.0,0.58454865
732.0,732.0,0.2894019
733.0,733.0,0.2634793
734.0,734.0,0.34745052
735.0,735.0,0.52854043
736.0,736.0,0.52446216
737.0,737.0,0.12896603
738.0,738.0,0.33524826
739.0,739.0,0.1483227
740.0,740.0,0.076590024
741.0,741.0,0.799739
742.0,742.0,0.221403
743.0,743.0,0.18966886
744.0,744.0,0.38887593
745.0,745.0,0.4209181
746.0,746.0,0.30090582
747.0,747.0,0.5657119
748.0,748.0,0.23210676
749.0,749.0,0.21204212
750.0,750.0,0.059267797
751.0,751.0,0.1851836
752.0,752.0,0.2086054
753.0,753.0,0.07328107
754.0,754.0,0.6568642
755.0,755.0,0.35911924
756.0,756.0,0.4101089
757.0,757.0,0.5711498
758.0,758.0,0.0045414763
759.0,759.0,0.42087054
760.0,760.0,0.47627366
761.0,761.0,0.08626241
762.0,762.0,0.15683948
763.0,763.0,0.07869964
764.0,764.0,0.30330053
765.0,765.0,0.12983446
766.0,766.0,0.15726382
767.0,767.0,0.07161249
768.0,768.0,0.07276543
769.0,769.0,0.63289976
770.0,770.0,0.118828125
771.0,771.0,0.41084516
772.0,772.0,0.18296804
773.0,773.0,0.056457087
774.0,774.0,0.06737677
775.0,775.0,3.720762E-5
776.0,776.0,0.35158136
777.0,777.0,0.32280126
778.0,778.0,0.04695906
779.0,779.0,0.20325573
780.0,780.0,0.31275988
781.0,781.0,9.974145E-4
782.0,782.0,0.7243767
783.0,783.0,0.27967834
784.0,784.0,0.5655981
785.0,785.0,0.016009804
786.0,786.0,0.22737452
787.0,787.0,0.2227623
788.0,788.0,0.21830708
789.0,789.0,0.373716
790.0,790.0,0.4098547
791.0,791.0,0.114804894
792.0,792.0,0.004191309
793.0,793.0,0.43512002
794.0,794.0,0.05749727
795.0,795.0,0.23585847
796.0,796.0,0.7319351
797.0,797.0,0.5211438
798.0,798.0,0.47735173
799.0,799.0,0.3067508
800.0,800.0,0.17119893
801.0,801.0,0.15499671
802.0,802.0,0.18407302
803.0,803.0,0.079867624
804.0,804.0,0.11300896
805.0,805.0,0.12920342
806.0,806.0,0.27835804
807.0,807.0,0.17677636
808.0,808.0,0.224857
809.0,809.0,0.122594915
810.0,810.0,0.37525895
811.0,811.0,0.14973326
812.0,812.0,0.10836261
813.0,813.0,0.3189693
814.0,814.0,0.35661438
815.0,815.0,0.26686424
816.0,816.0,0.367619
817.0,817.0,0.20887762
818.0,818.0,0.2067344
819.0,819.0,0.15292268
820.0,820.0,0.24225889
821.0,821.0,0.59010315
822.0,822.0,0.3382862
823.0,823.0,0.4914446
824.0,824.0,0.26589125
825.0,825.0,0.054924283
826.0,826.0,0.172223
827.0,827.0,0.17528215
828.0,828.0,1.0882944E-4
829.0,829.0,0.17349368
830.0,830.0,0.59107894
831.0,831.0,6.9383664E-6
832.0,832.0,0.22622661
833.0,833.0,0.11006032
834.0,834.0,0.090077214
835.0,835.0,0.046152193
836.0,836.0,0.12272625
837.0,837.0,0.69190776
838.0,838.0,0.2342621
839.0,839.0,0.2166544
840.0,840.0,0.85988736
841.0,841.0,0.15486845
842.0,842.0,0.33645675
843.0,843.0,0.21710214
844.0,844.0,0.0015138892
845.0,845.0,0.20123051
846.0,846.0,0.3119172
847.0,847.0,0.092895634
848.0,848.0,0.22570165
849.0,849.0,0.2891854
850.0,850.0,0.18122576
851.0,851.0,0.15372159
852.0,852.0,0.08691158
853.0,853.0,1.1855955E-6
854.0,854.0,1.0791255E-4
855.0,855.0,0.1512034
856.0,856.0,0.5835079
857.0,857.0,0.10259639
858.0,858.0,0.13918956
859.0,859.0,0.22164851
860.0,860.0,0.7912062
861.0,861.0,0.12795156
862.0,862.0,0.5941674
863.0,863.0,0.045597535
864.0,864.0,0.6253818
865.0,865.0,0.2092209
866.0,866.0,0.080084644
867.0,867.0,0.1712097
868.0,868.0,0.7244139
869.0,869.0,0.062057115
870.0,870.0,0.34982818
871.0,871.0,0.6194846
872.0,872.0,0.18961984
873.0,873.0,0.10028436
874.0,874.0,0.30323952
875.0,875.0,0.50966823
876.0,876.0,0.44233814
877.0,877.0,0.18347222
878.0,878.0,0.037177995
879.0,879.0,0.38540426
880.0,880.0,0.16512129
881.0,881.0,0.1430277
882.0,882.0,0.31590688
883.0,883.0,0.21518834
884.0,884.0,0.8207798
885.0,885.0,0.06617906
886.0,886.0,0.19276522
887.0,887.0,0.13541208
888.0,888.0,0.036287613
889.0,889.0,0.2764629
890.0,890.0,0.10220135
891.0,891.0,0.1286228
892.0,892.0,0.14490718
893.0,893.0,0.3547576
894.0,894.0,0.112976216
895.0,895.0,0.26927945
896.0,896.0,0.768123
897.0,897.0,0.03977194
898.0,898.0,0.69340265
899.0,899.0,0.2294197
900.0,900.0,0.17423682
901.0,901.0,0.412257
902.0,902.0,0.8018877
903.0,903.0,0.15131935
904.0,904.0,0.07869632
905.0,905.0,0.0016341984
906.0,906.0,0.18962683
907.0,907.0,0.4954461
908.0,908.0,0.4086516
909.0,909.0,0.18981436
910.0,910.0,0.37350413
911.0,911.0,0.53947324
912.0,912.0,0.20293914
913.0,913.0,0.22553779
914.0,914.0,0.6477741
915.0,915.0,0.8369581
916.0,916.0,0.21419795
917.0,917.0,0.37696445
918.0,918.0,0.011251627
919.0,919.0,0.14195134
920.0,920.0,0.22620831
921.0,921.0,2.0373176E-4
922.0,922.0,0.059080586
923.0,923.0,0.19854596
924.0,924.0,0.3231974
925.0,925.0,0.21544999
926.0,926.0,0.44117498
927.0,927.0,0.11426645
928.0,928.0,0.39142397
929.0,929.0,0.15909934
930.0,930.0,0.55381584
931.0,931.0,0.061882585
932.0,932.0,0.009022493
933.0,933.0,0.15305772
934.0,934.0,0.86030614
935.0,935.0,0.08823222
936.0,936.0,0.024262508
937.0,937.0,0.13076985
938.0,938.0,0.13554567
939.0,939.0,0.32559153
940.0,940.0,0.58586717
941.0,941.0,0.30770156
942.0,942.0,0.042757526
943.0,943.0,0.35335946
944.0,944.0,0.09718258
945.0,945.0,0.12439891
946.0,946.0,0.20025013
947.0,947.0,0.13165654
948.0,948.0,0.8248222
949.0,949.0,0.07532826
950.0,950.0,0.05495247
951.0,951.0,7.747935E-5
952.0,952.0,0.27864656
953.0,953.0,0.16925098
954.0,954.0,0.1304842
955.0,955.0,0.18650962
956.0,956.0,0.0040550404
957.0,957.0,0.14643134
958.0,958.0,0.4592017
959.0,959.0,0.35488465
960.0,960.0,0.19808732
961.0,961.0,0.0016819644
962.0,962.0,0.34357885
963.0,963.0,0.23499553
964.0,964.0,0.35809606
965.0,965.0,0.5748062
966.0,966.0,0.10985701
967.0,967.0,0.24011467
968.0,968.0,0.20383321
969.0,969.0,0.28351828
970.0,970.0,0.18437736
971.0,971.0,0.24576381
972.0,972.0,0.39253116
973.0,973.0,0.5661814
974.0,974.0,0.26160875
975.0,975.0,0.03988078
976.0,976.0,0.2038763
977.0,977.0,0.43633872
978.0,978.0,0.20219694
979.0,979.0,0.1764603
980.0,980.0,0.51756823
981.0,981.0,0.6079992
982.0,982.0,0.04367774
983.0,983.0,0.17632216
984.0,984.0,0.21773286
985.0,985.0,0.12443892
986.0,986.0,0.56957316
987.0,987.0,0.07507629
988.0,988.0,0.55285126
989.0,989.0,0.07314113
990.0,990.0,0.8139609
991.0,991.0,0.32226342
992.0,992.0,0.003562193
993.0,993.0,8.003624E-6
