"","x"
"1",0.774333333333333
"2",0.7705
"3",0.762333333333333
"4",0.755266666666667
"5",0.755166666666667
"6",0.753633333333333
"7",0.745333333333333
"8",0.739133333333333
"9",0.738433333333333
"10",0.735033333333333
"11",0.733133333333333
"12",0.730566666666667
"13",0.7297
"14",0.7284
"15",0.728333333333333
"16",0.725133333333333
"17",0.7232
"18",0.719233333333333
"19",0.717466666666667
"20",0.716
"21",0.713533333333333
"22",0.712933333333333
"23",0.712266666666667
"24",0.7098
"25",0.709566666666667
"26",0.708766666666667
"27",0.704866666666667
"28",0.701133333333333
"29",0.701066666666667
"30",0.699533333333333
"31",0.697533333333333
"32",0.6968
"33",0.692866666666667
"34",0.691766666666667
"35",0.6908
"36",0.690133333333333
"37",0.6895
"38",0.689133333333333
"39",0.688266666666667
"40",0.687633333333333
"41",0.685566666666667
"42",0.6834
"43",0.681733333333333
"44",0.680633333333333
"45",0.6756
"46",0.6743
"47",0.673
"48",0.672833333333333
"49",0.671266666666667
"50",0.670333333333333
"51",0.668266666666667
"52",0.667966666666667
"53",0.667933333333333
"54",0.666066666666667
"55",0.665866666666667
"56",0.6606
"57",0.6591
"58",0.6565
"59",0.654666666666667
"60",0.649533333333333
"61",0.6487
"62",0.647066666666667
"63",0.646933333333333
"64",0.646733333333333
"65",0.645333333333333
"66",0.643633333333333
"67",0.643133333333333
"68",0.641733333333333
"69",0.6412
"70",0.636966666666667
"71",0.635766666666667
"72",0.634666666666667
"73",0.634066666666667
"74",0.6308
"75",0.630666666666667
"76",0.6302
"77",0.6286
"78",0.628033333333333
"79",0.6278
"80",0.627033333333333
"81",0.6249
"82",0.619366666666667
"83",0.6168
"84",0.616466666666667
"85",0.610666666666667
"86",0.6103
"87",0.6092
"88",0.605333333333333
"89",0.601933333333333
"90",0.598233333333333
"91",0.5953
"92",0.592866666666667
"93",0.587
"94",0.586066666666667
"95",0.575233333333333
"96",0.5634
"97",0.554666666666667
"98",0.543133333333333
"99",0.5396
